event_id,citizen_id,city_zone,temperature_c,air_quality_index,energy_consumption_kwh,transport_mode,activity_type,noise_db,timestamp,renewable_energy_source,security_alert_flag,predicted_crowd_density
228,42242,Neon Habitat,21.75,105,3.007,HoverCab,Shopping,76.4,2032-07-12 12:12:05,FusionCell,0,0.48
229,79874,Neon Habitat,22.09,139,4.693,E-Bike,Delivery,80.7,2032-02-12 15:16:31,HydroGrid,0,0.25
230,80360,Quantum Bay,26.22,178,0.437,HyperLoop,Delivery,52.1,2032-09-16 10:42:23,FusionCell,0,0.35
231,77121,Hydra Loop,19.68,140,2.527,HoverCab,Delivery,82.1,2032-10-28 12:58:44,HydroGrid,0,0.41
232,76375,Neon Habitat,35.26,115,4.13,Walk,Work,50.5,2032-04-23 07:53:06,Wind,0,0.13
233,87658,Solaris Sector,24.24,48,8.114,HoverCab,Work,54.9,2032-03-01 11:37:35,Solar,0,0.81
234,80556,Neon Habitat,35.22,68,0.412,E-Bike,Work,55.4,2032-08-13 22:44:24,Solar,0,0.45
235,96027,Quantum Bay,30.31,30,3.007,E-Bike,Health,67.8,2032-12-16 16:06:23,HydroGrid,0,0.66
236,43944,Neon Habitat,33.11,165,6.638,E-Bike,Health,49.6,2032-10-03 03:45:17,HydroGrid,0,0.46
237,10225,Quantum Bay,30.11,178,0.823,HoverCab,Health,74.5,2032-02-22 00:27:30,Solar,0,0.59
238,12514,AeroTech District,32.72,97,3.293,MagRail,Commute,55.0,2032-01-07 17:00:49,Solar,0,0.19
239,10115,Solaris Sector,31.81,48,1.323,HoverCab,Leisure,67.9,2032-11-06 21:12:00,HydroGrid,0,0.41
240,21696,Quantum Bay,36.63,33,0.015,MagRail,Delivery,69.2,2032-10-13 11:33:32,Wind,0,0.79
241,62835,Neon Habitat,34.51,158,1.045,MagRail,Commute,86.6,2032-06-30 13:38:00,Wind,0,0.18
242,17537,AeroTech District,35.33,73,2.476,HyperLoop,Leisure,66.8,2032-11-05 19:52:16,FusionCell,0,0.52
243,33528,Neon Habitat,21.09,68,0.716,HoverCab,Delivery,54.5,2032-11-10 01:33:24,Wind,0,0.33
244,79507,Quantum Bay,30.48,125,2.916,E-Bike,Work,75.6,2032-04-08 04:49:48,HydroGrid,0,0.74
245,72887,Neon Habitat,29.41,112,0.99,E-Bike,Health,53.9,2032-08-19 08:07:43,HydroGrid,0,0.73
246,92757,Neon Habitat,32.73,67,2.562,HyperLoop,Health,77.7,2032-11-07 01:32:55,Solar,0,0.18
247,82954,Quantum Bay,34.29,173,7.889,MagRail,Leisure,44.0,2032-09-09 18:50:02,Wind,0,0.18
248,45693,AeroTech District,28.93,153,1.367,HyperLoop,Commute,79.4,2032-05-14 16:43:13,FusionCell,0,0.49
249,61783,Neon Habitat,26.16,155,0.848,HoverCab,Leisure,51.6,2032-03-15 22:15:43,Wind,0,0.56
250,57365,Solaris Sector,26.92,167,0.672,E-Bike,Shopping,61.1,2032-11-15 03:06:00,FusionCell,0,0.65
251,10406,Quantum Bay,31.61,157,2.87,HoverCab,Health,81.7,2032-02-03 14:19:44,FusionCell,0,0.19
252,11103,Hydra Loop,34.37,47,5.354,E-Bike,Commute,72.6,2032-12-02 23:47:59,HydroGrid,0,0.74
253,44374,Neon Habitat,28.54,68,1.134,HyperLoop,Health,51.0,2032-02-20 18:05:48,HydroGrid,0,0.11
254,36136,Solaris Sector,29.65,138,0.547,E-Bike,Work,79.6,2032-02-11 09:05:11,Wind,0,0.56
255,38086,Solaris Sector,28.01,165,0.547,MagRail,Commute,82.8,2032-03-16 18:34:40,Wind,0,0.62
256,99186,AeroTech District,19.89,107,0.127,HoverCab,Commute,62.8,2032-04-24 16:20:32,Wind,0,0.39
257,19512,AeroTech District,30.85,112,2.083,Walk,Commute,64.6,2032-09-14 05:39:49,HydroGrid,0,0.42
258,25313,Solaris Sector,28.34,62,0.537,HoverCab,Delivery,76.2,2032-02-26 20:21:05,Wind,0,0.98
259,25261,AeroTech District,23.76,145,0.313,HyperLoop,Leisure,68.7,2032-11-07 10:11:27,FusionCell,0,0.73
260,27448,Neon Habitat,29.3,82,1.916,E-Bike,Health,57.8,2032-04-30 04:25:56,Solar,0,0.4
261,30945,Hydra Loop,31.54,132,1.709,MagRail,Commute,76.0,2032-08-14 09:52:38,Solar,0,0.51
262,51779,Solaris Sector,22.6,71,12.235,Walk,Commute,65.5,2032-10-20 21:29:33,FusionCell,0,0.74
263,26245,Neon Habitat,39.37,103,0.731,HyperLoop,Work,84.8,2032-08-13 03:06:56,Solar,0,0.12
264,99089,Neon Habitat,32.57,112,4.094,MagRail,Commute,56.2,2032-05-03 06:11:51,HydroGrid,0,0.61
265,33846,AeroTech District,32.52,74,0.93,Walk,Delivery,59.5,2032-11-12 23:14:06,HydroGrid,0,0.86
266,16948,Neon Habitat,26.18,171,2.647,Walk,Shopping,60.8,2032-09-06 13:55:42,HydroGrid,0,0.32
267,65852,Solaris Sector,30.13,56,1.686,HyperLoop,Commute,77.3,2032-11-25 02:13:34,Wind,0,0.26
268,55081,Quantum Bay,30.69,77,2.079,E-Bike,Commute,54.0,2032-12-04 22:26:15,Solar,0,0.16
269,10121,Solaris Sector,31.75,172,1.704,HoverCab,Health,61.8,2032-09-06 07:34:32,Wind,0,0.37
270,11365,AeroTech District,27.59,139,0.73,HoverCab,Health,76.1,2032-08-28 19:57:58,Wind,0,0.99
271,55131,Hydra Loop,34.47,20,0.338,HyperLoop,Delivery,66.4,2032-02-19 02:35:20,FusionCell,0,0.25
272,67190,Hydra Loop,36.68,130,3.716,HyperLoop,Leisure,89.5,2032-05-31 23:36:25,Wind,0,0.8
273,29832,Neon Habitat,28.91,88,9.078,E-Bike,Delivery,63.9,2032-12-08 23:45:04,Solar,0,0.41
274,90216,Quantum Bay,34.65,161,1.629,MagRail,Leisure,52.4,2032-05-31 09:13:28,HydroGrid,0,0.61
275,72246,Neon Habitat,32.54,140,0.968,HoverCab,Commute,44.6,2032-11-11 22:00:28,Solar,0,0.16
276,65554,Solaris Sector,28.23,151,2.376,Walk,Shopping,73.1,2032-09-22 13:20:14,Solar,0,0.54
277,19830,Quantum Bay,35.77,157,4.599,MagRail,Delivery,60.8,2032-04-27 02:24:25,HydroGrid,0,0.55
278,61448,Hydra Loop,25.09,134,1.058,Walk,Commute,69.7,2032-03-24 09:26:10,Wind,0,0.18
279,49694,Solaris Sector,26.63,84,0.47,MagRail,Work,66.7,2032-01-29 02:52:19,FusionCell,0,0.72
280,43605,Solaris Sector,26.29,58,1.231,HyperLoop,Shopping,70.1,2032-11-27 03:42:21,Solar,0,0.43
281,49379,Hydra Loop,28.91,83,1.703,HoverCab,Health,76.6,2032-11-12 01:56:54,FusionCell,0,0.93
282,69140,Quantum Bay,29.71,82,3.972,HoverCab,Leisure,79.5,2032-11-20 21:29:38,Wind,0,0.23
283,45908,Neon Habitat,26.29,96,2.074,Walk,Leisure,67.3,2032-12-29 03:45:38,Solar,0,0.33
284,64469,Neon Habitat,23.85,87,2.073,HyperLoop,Health,64.8,2032-01-10 18:48:31,FusionCell,0,0.1
285,45814,AeroTech District,31.5,161,0.845,HyperLoop,Work,68.1,2032-03-04 13:36:56,Wind,0,0.91
286,54082,Hydra Loop,32.06,39,5.875,MagRail,Delivery,72.1,2032-02-11 15:51:43,Solar,0,0.32
287,18002,Hydra Loop,26.27,102,10.369,MagRail,Delivery,58.7,2032-10-31 03:06:10,HydroGrid,0,0.89
288,81735,Quantum Bay,24.14,71,3.422,HoverCab,Health,86.6,2032-05-30 13:50:44,Solar,0,0.33
289,78299,Solaris Sector,31.45,83,2.743,HyperLoop,Delivery,51.4,2032-09-29 07:19:28,Wind,0,0.58
290,15486,Quantum Bay,22.49,151,1.282,Walk,Commute,66.3,2032-10-06 16:12:54,Wind,0,0.95
291,78058,Quantum Bay,31.78,128,0.155,HyperLoop,Leisure,53.2,2032-09-03 14:08:58,FusionCell,0,0.86
292,99986,Hydra Loop,22.82,174,11.413,HoverCab,Delivery,50.0,2032-06-24 20:27:55,Wind,0,0.78
293,53196,Quantum Bay,22.01,90,1.107,E-Bike,Health,64.9,2032-05-15 12:42:18,Solar,0,0.6
294,60759,Quantum Bay,32.91,122,5.103,HoverCab,Leisure,77.5,2032-01-18 21:57:43,Solar,0,0.62
295,15127,Hydra Loop,32.17,66,8.41,HoverCab,Health,76.4,2032-09-12 00:43:49,Wind,0,0.74
296,21968,Quantum Bay,30.09,61,7.602,E-Bike,Commute,53.5,2032-10-04 22:06:31,Wind,0,0.15
297,15894,Neon Habitat,21.44,39,5.296,E-Bike,Commute,65.7,2032-04-27 09:08:08,Wind,0,0.33
298,70189,Solaris Sector,23.8,50,0.629,HoverCab,Work,49.2,2032-05-04 08:15:00,FusionCell,0,0.67
299,91399,Solaris Sector,28.25,34,6.185,HyperLoop,Work,72.4,2032-12-21 16:40:12,Wind,0,0.65
300,50626,AeroTech District,34.02,166,4.056,Walk,Commute,68.5,2032-12-05 12:13:18,Wind,0,0.92
301,67205,Solaris Sector,24.46,68,0.765,Walk,Health,66.7,2032-08-23 09:54:00,Wind,0,0.87
302,37599,AeroTech District,26.46,53,4.233,HyperLoop,Work,88.6,2032-03-06 22:27:39,FusionCell,0,0.61
303,15758,AeroTech District,21.16,64,6.837,HyperLoop,Work,71.9,2032-10-09 19:27:39,FusionCell,0,0.75
304,34735,Solaris Sector,31.1,107,5.487,Walk,Shopping,85.8,2032-05-17 01:11:03,FusionCell,0,0.42
305,88966,Quantum Bay,28.59,179,1.179,MagRail,Leisure,76.6,2032-10-21 15:40:04,Solar,0,0.96
306,30688,Neon Habitat,29.7,109,0.578,Walk,Health,65.2,2032-06-21 08:18:14,HydroGrid,0,0.68
307,27012,Hydra Loop,26.62,152,4.347,E-Bike,Commute,73.1,2032-08-21 19:14:30,FusionCell,0,0.46
308,69744,Hydra Loop,32.23,29,0.528,HyperLoop,Delivery,88.5,2032-03-01 08:02:53,Solar,0,0.2
309,33556,Hydra Loop,27.84,160,0.851,E-Bike,Work,67.7,2032-01-14 05:18:09,FusionCell,0,0.52
310,89367,Solaris Sector,32.6,45,5.372,Walk,Commute,53.4,2032-08-11 09:10:33,Solar,0,0.53
311,71689,Solaris Sector,27.4,28,2.651,Walk,Leisure,66.9,2032-09-17 05:36:29,Wind,0,0.33
312,13009,Hydra Loop,25.41,28,0.158,HyperLoop,Leisure,60.3,2032-06-29 09:10:53,FusionCell,0,0.16
313,91212,Hydra Loop,24.65,57,5.005,Walk,Commute,68.6,2032-12-17 17:55:24,Wind,0,0.71
314,28236,Solaris Sector,27.09,169,2.941,E-Bike,Health,62.0,2032-10-02 10:58:13,Solar,0,0.76
315,69252,Quantum Bay,29.27,176,12.276,MagRail,Shopping,52.9,2032-04-08 20:56:57,Wind,0,0.65
316,77515,AeroTech District,26.47,23,0.181,Walk,Commute,59.4,2032-11-01 07:46:48,Solar,0,0.18
317,58054,Hydra Loop,30.25,105,3.766,MagRail,Shopping,67.0,2032-03-04 10:22:26,HydroGrid,0,0.14
318,24259,Quantum Bay,30.59,54,3.896,E-Bike,Work,72.6,2032-08-23 10:42:19,FusionCell,0,0.28
319,87382,Neon Habitat,21.41,134,1.433,HoverCab,Work,72.7,2032-07-01 15:25:32,FusionCell,0,0.71
320,21489,Quantum Bay,34.11,39,2.208,E-Bike,Delivery,53.7,2032-05-09 16:26:24,HydroGrid,0,0.4
321,67725,AeroTech District,24.74,93,1.483,HyperLoop,Commute,75.4,2032-10-06 19:14:14,Solar,0,0.87
322,53755,Solaris Sector,30.74,62,0.69,MagRail,Leisure,76.0,2032-02-22 08:08:54,HydroGrid,0,0.86
323,44300,Solaris Sector,31.65,157,0.762,HyperLoop,Shopping,55.0,2032-05-18 21:03:11,FusionCell,0,0.9
324,73788,Quantum Bay,28.0,48,1.789,HoverCab,Leisure,77.1,2032-01-05 01:30:39,HydroGrid,0,0.74
325,84201,Solaris Sector,36.85,163,0.775,Walk,Delivery,85.8,2032-04-05 08:36:02,Solar,0,0.17
326,22533,Hydra Loop,29.06,149,0.755,MagRail,Shopping,56.6,2032-10-29 00:12:45,Wind,0,0.97
327,76739,Quantum Bay,24.35,131,0.464,MagRail,Delivery,62.7,2032-06-10 00:09:01,Wind,0,0.78
328,88181,Neon Habitat,21.86,23,0.058,HoverCab,Delivery,65.1,2032-10-21 12:55:00,Solar,0,0.43
329,66609,Neon Habitat,24.05,84,10.522,HoverCab,Health,65.1,2032-05-16 03:16:13,Solar,0,0.61
330,86752,AeroTech District,29.73,115,5.496,MagRail,Leisure,67.3,2032-04-11 20:01:59,Solar,0,0.37
331,25856,Quantum Bay,28.89,154,8.251,HyperLoop,Commute,78.7,2032-10-20 20:23:19,Solar,0,0.68
332,77021,Neon Habitat,32.86,68,0.651,HoverCab,Leisure,69.8,2032-01-12 21:25:53,FusionCell,0,0.44
333,16225,AeroTech District,30.67,66,3.877,E-Bike,Work,52.0,2032-12-07 09:59:06,Solar,0,0.31
334,77225,AeroTech District,32.0,100,1.663,HyperLoop,Commute,42.9,2032-12-19 06:12:09,Wind,0,0.52
335,15761,Neon Habitat,34.48,78,0.404,MagRail,Health,61.2,2032-09-15 02:38:02,FusionCell,0,0.21
336,15730,Hydra Loop,30.26,80,0.056,E-Bike,Shopping,50.7,2032-11-14 15:32:03,Wind,0,0.77
337,27038,Neon Habitat,26.52,164,0.179,MagRail,Shopping,58.9,2032-05-18 02:40:07,FusionCell,0,0.98
338,52181,Neon Habitat,31.21,145,5.629,HoverCab,Commute,57.8,2032-12-06 01:42:17,HydroGrid,0,0.93
339,19041,Neon Habitat,25.05,145,3.216,HyperLoop,Leisure,63.5,2032-07-30 01:30:52,Wind,0,0.84
340,16066,Quantum Bay,28.72,76,1.564,Walk,Shopping,85.0,2032-08-15 18:52:10,FusionCell,0,0.24
341,30235,Solaris Sector,36.08,89,6.152,Walk,Delivery,67.4,2032-02-03 20:30:28,Solar,0,0.39
342,42625,Hydra Loop,28.87,101,4.654,HyperLoop,Leisure,58.8,2032-04-02 07:16:15,Solar,0,0.72
343,81368,Quantum Bay,28.09,61,1.703,HoverCab,Work,49.7,2032-06-01 14:19:45,Solar,0,0.63
344,51593,Neon Habitat,25.69,104,0.99,MagRail,Health,77.5,2032-07-16 14:30:31,HydroGrid,0,0.4
345,10608,Quantum Bay,33.68,87,0.357,E-Bike,Work,67.3,2032-10-22 05:43:50,HydroGrid,0,0.45
346,74545,Neon Habitat,31.22,174,3.277,Walk,Commute,72.1,2032-06-13 10:32:33,FusionCell,0,0.14
347,95182,Hydra Loop,27.86,179,2.953,HoverCab,Commute,74.2,2032-05-20 18:58:03,HydroGrid,0,0.14
348,98033,Quantum Bay,32.9,174,3.781,HoverCab,Health,49.1,2032-11-29 14:17:11,Solar,0,0.74
349,35478,Solaris Sector,28.82,174,0.121,E-Bike,Commute,76.0,2032-03-31 21:44:53,Wind,0,0.56
350,80877,Solaris Sector,32.86,172,0.572,HoverCab,Shopping,60.4,2032-12-23 01:25:35,FusionCell,0,0.2
351,68922,AeroTech District,23.46,82,4.78,HyperLoop,Delivery,79.9,2032-06-10 13:29:06,Wind,0,0.66
352,51481,Solaris Sector,29.14,55,0.406,HoverCab,Shopping,56.8,2032-08-06 11:18:44,HydroGrid,0,0.21
353,59672,Quantum Bay,38.4,122,0.598,E-Bike,Shopping,77.4,2032-09-21 11:15:28,Solar,1,0.12
354,96845,Solaris Sector,27.83,176,2.294,HoverCab,Shopping,76.5,2032-03-14 15:36:28,Solar,0,0.2
355,87825,AeroTech District,32.18,165,3.191,E-Bike,Delivery,60.0,2032-01-30 04:46:40,FusionCell,0,0.89
356,64821,Hydra Loop,27.37,92,6.367,E-Bike,Delivery,67.3,2032-11-20 03:26:56,HydroGrid,0,0.38
357,71813,AeroTech District,28.96,44,4.655,MagRail,Health,68.9,2032-10-19 15:43:06,HydroGrid,0,0.68
358,94209,AeroTech District,27.17,36,7.236,Walk,Shopping,69.6,2032-12-02 20:37:15,Wind,0,0.79
359,78230,Neon Habitat,38.39,56,1.038,E-Bike,Work,63.2,2032-03-25 09:01:32,Wind,0,0.85
360,96847,Solaris Sector,28.46,79,3.318,HoverCab,Leisure,56.7,2032-03-13 16:47:24,Wind,0,1.0
361,20837,Quantum Bay,30.19,45,2.959,HoverCab,Health,52.2,2032-05-19 15:35:49,Wind,0,0.64
362,11127,Quantum Bay,26.86,165,0.196,HyperLoop,Commute,56.2,2032-07-06 01:29:30,FusionCell,0,0.7
363,25010,AeroTech District,31.25,142,0.95,HoverCab,Leisure,76.9,2032-09-04 15:32:27,Solar,0,0.77
364,74069,Neon Habitat,26.99,73,4.964,MagRail,Commute,66.5,2032-05-07 07:38:29,Solar,0,0.38
365,24234,Quantum Bay,29.92,71,1.598,E-Bike,Health,49.1,2032-05-02 17:42:45,FusionCell,0,0.73
366,19613,Hydra Loop,28.74,42,2.943,HoverCab,Leisure,79.6,2032-10-19 11:35:31,Wind,0,0.38
367,78716,Hydra Loop,34.04,48,3.418,Walk,Leisure,72.1,2032-02-09 14:19:16,Solar,0,0.26
368,63298,Solaris Sector,26.32,44,0.964,Walk,Leisure,64.1,2032-09-21 17:04:19,HydroGrid,0,0.39
369,77133,Neon Habitat,33.47,83,3.413,HoverCab,Commute,61.3,2032-11-12 22:23:04,HydroGrid,0,0.45
370,21658,Hydra Loop,31.86,123,0.524,E-Bike,Work,59.8,2032-01-27 20:12:59,Solar,0,0.93
371,76498,Hydra Loop,31.47,129,3.574,MagRail,Shopping,70.6,2032-07-28 17:52:17,Wind,0,1.0
372,56111,Hydra Loop,27.6,159,0.575,MagRail,Leisure,69.6,2032-12-21 08:05:56,Wind,1,0.29
373,64076,Neon Habitat,28.5,93,3.863,MagRail,Delivery,74.8,2032-01-15 09:15:03,HydroGrid,0,0.83
374,53132,AeroTech District,26.54,178,1.358,HyperLoop,Shopping,39.2,2032-12-16 18:49:09,FusionCell,0,0.39
375,66908,Neon Habitat,38.16,92,4.169,MagRail,Delivery,51.7,2032-10-13 17:51:40,FusionCell,0,0.76
376,29258,Hydra Loop,27.55,79,1.769,HyperLoop,Shopping,77.4,2032-07-29 20:59:55,Solar,0,0.15
377,57160,Neon Habitat,31.38,30,1.806,Walk,Work,44.3,2032-07-30 20:18:46,FusionCell,0,0.63
378,93047,Solaris Sector,31.9,53,1.54,HyperLoop,Health,53.7,2032-10-20 03:54:24,HydroGrid,0,0.55
379,89869,Hydra Loop,24.39,85,0.851,E-Bike,Commute,56.3,2032-06-25 18:10:40,FusionCell,0,0.44
380,81101,Hydra Loop,32.23,86,9.097,HoverCab,Leisure,67.4,2032-03-27 23:19:48,Solar,0,0.19
381,29111,Hydra Loop,33.08,96,7.372,HoverCab,Shopping,63.0,2032-02-24 20:20:48,Solar,0,0.98
382,92467,AeroTech District,28.09,57,0.316,E-Bike,Work,67.2,2032-08-07 22:20:39,Wind,0,0.48
383,71057,AeroTech District,35.98,129,0.431,Walk,Shopping,77.0,2032-03-05 19:06:25,FusionCell,0,0.71
384,46854,Solaris Sector,24.62,41,0.575,Walk,Delivery,55.1,2032-07-18 23:03:25,HydroGrid,0,0.26
385,14188,Hydra Loop,36.82,59,1.899,Walk,Health,74.9,2032-02-05 16:32:19,FusionCell,0,0.59
386,97114,Neon Habitat,25.83,104,3.126,MagRail,Leisure,69.6,2032-03-21 13:10:12,HydroGrid,0,0.57
387,29617,Quantum Bay,30.96,74,3.68,Walk,Shopping,67.3,2032-11-26 02:36:07,Wind,0,0.41
388,84464,Solaris Sector,23.78,69,5.699,E-Bike,Leisure,52.1,2032-11-24 18:23:55,FusionCell,0,0.78
389,20853,Solaris Sector,26.24,149,1.132,HoverCab,Delivery,74.0,2032-05-12 06:15:01,HydroGrid,0,0.98
390,74311,Solaris Sector,29.9,38,5.548,Walk,Shopping,62.1,2032-08-17 11:46:37,FusionCell,0,0.84
391,29346,Solaris Sector,29.33,100,0.935,E-Bike,Health,80.2,2032-01-19 23:01:11,Wind,0,0.77
392,18551,AeroTech District,34.98,174,4.116,MagRail,Shopping,48.3,2032-02-04 22:58:40,HydroGrid,0,0.94
393,71191,Neon Habitat,27.81,170,4.385,HoverCab,Work,65.9,2032-09-15 07:14:25,Solar,0,0.55
394,60623,Quantum Bay,21.11,59,0.651,E-Bike,Shopping,51.1,2032-07-03 04:38:58,Solar,0,0.6
395,74687,Solaris Sector,31.7,66,2.443,MagRail,Delivery,70.1,2032-06-15 10:06:46,FusionCell,0,0.63
396,86511,Solaris Sector,32.59,125,1.991,Walk,Delivery,57.4,2032-05-12 01:00:12,HydroGrid,0,0.12
397,26147,Solaris Sector,29.61,76,0.622,Walk,Shopping,63.2,2032-04-02 20:40:27,Solar,0,0.27
398,71821,AeroTech District,26.89,114,8.023,HoverCab,Commute,77.0,2032-02-29 01:13:57,FusionCell,0,0.15
399,74607,AeroTech District,34.01,126,2.871,Walk,Shopping,65.5,2032-10-26 13:45:38,Solar,0,0.52
400,31190,Hydra Loop,35.99,71,2.244,MagRail,Work,63.1,2032-01-06 11:18:12,HydroGrid,0,0.89
401,99202,Neon Habitat,26.88,59,3.091,HyperLoop,Commute,64.4,2032-05-14 00:19:32,Wind,0,0.99
402,95110,AeroTech District,30.22,120,0.989,HyperLoop,Delivery,63.2,2032-05-29 05:25:43,FusionCell,0,0.51
403,24715,Solaris Sector,30.8,161,0.719,Walk,Delivery,73.1,2032-09-02 21:57:46,HydroGrid,0,0.91
404,31508,Solaris Sector,31.14,52,0.759,E-Bike,Leisure,69.6,2032-06-25 22:44:53,HydroGrid,0,0.86
405,61706,Hydra Loop,29.45,175,3.417,E-Bike,Delivery,75.1,2032-04-14 19:53:40,FusionCell,0,0.9
406,99069,Quantum Bay,27.3,178,0.14,HyperLoop,Leisure,56.4,2032-07-21 08:43:42,Solar,0,0.92
407,90280,Neon Habitat,33.48,144,0.389,HoverCab,Commute,50.3,2032-02-19 09:00:34,HydroGrid,0,0.11
408,39981,Solaris Sector,30.05,119,8.39,HoverCab,Work,51.9,2032-11-06 19:00:26,HydroGrid,0,0.93
409,13428,AeroTech District,29.75,39,2.148,MagRail,Work,56.3,2032-02-28 20:23:12,HydroGrid,0,0.31
410,96453,Quantum Bay,32.09,150,1.663,MagRail,Shopping,47.0,2032-08-24 02:41:33,Solar,0,0.49
411,71181,Solaris Sector,34.72,166,0.407,MagRail,Shopping,79.4,2032-07-03 19:34:02,Wind,0,0.29
412,86438,Quantum Bay,26.34,106,1.393,E-Bike,Leisure,56.9,2032-06-22 12:20:09,FusionCell,0,0.56
413,65962,Hydra Loop,27.23,41,2.121,HyperLoop,Health,61.1,2032-04-27 22:45:16,Solar,0,0.27
414,20645,Hydra Loop,33.14,36,0.751,MagRail,Leisure,76.5,2032-07-17 08:04:56,Solar,0,0.21
415,87321,Quantum Bay,27.56,117,7.408,HoverCab,Shopping,63.1,2032-12-16 21:09:21,Solar,0,0.77
416,20204,Solaris Sector,34.45,41,1.76,Walk,Delivery,72.2,2032-07-31 19:58:45,Wind,0,0.24
417,46476,Solaris Sector,31.56,84,5.204,HoverCab,Leisure,62.3,2032-10-10 13:31:26,Wind,0,0.83
418,59373,AeroTech District,31.89,151,0.184,MagRail,Work,64.9,2032-09-15 04:21:31,FusionCell,0,0.18
419,23887,AeroTech District,30.88,49,5.205,E-Bike,Delivery,79.3,2032-01-17 02:12:04,HydroGrid,0,0.72
420,86528,Quantum Bay,25.19,115,4.318,Walk,Commute,69.5,2032-11-16 00:11:16,Wind,0,0.4
421,40110,AeroTech District,23.08,71,3.837,HyperLoop,Leisure,54.6,2032-01-19 14:07:44,Solar,0,0.44
422,59276,Quantum Bay,25.3,37,3.757,HoverCab,Shopping,76.4,2032-04-03 01:03:01,Wind,0,0.95
423,21350,AeroTech District,21.98,122,1.435,Walk,Work,74.5,2032-08-21 01:40:47,Solar,0,0.44
424,44109,Quantum Bay,30.17,148,0.193,HoverCab,Commute,77.2,2032-03-18 06:56:20,HydroGrid,0,0.94
425,45475,AeroTech District,34.06,133,2.284,E-Bike,Health,85.4,2032-01-23 08:20:12,Wind,0,0.42
426,21530,Neon Habitat,31.38,167,0.037,MagRail,Delivery,52.1,2032-10-11 09:33:08,HydroGrid,0,0.33
427,20618,AeroTech District,37.56,52,1.822,HyperLoop,Leisure,59.5,2032-06-29 16:48:28,HydroGrid,0,0.84
428,57735,Solaris Sector,26.33,23,1.544,Walk,Work,48.1,2032-09-19 01:06:01,Solar,0,0.9
429,65684,Neon Habitat,31.84,124,3.688,MagRail,Work,70.9,2032-06-26 10:08:11,Wind,0,0.8
430,42668,Quantum Bay,31.58,163,7.568,HoverCab,Leisure,49.5,2032-01-08 09:43:12,Wind,0,0.23
431,91187,Hydra Loop,24.09,154,0.552,HoverCab,Work,61.5,2032-05-08 06:46:45,Solar,0,0.61
432,85659,Quantum Bay,30.06,39,4.247,E-Bike,Leisure,64.5,2032-07-26 09:55:18,HydroGrid,0,0.34
433,26572,Quantum Bay,24.33,155,2.99,HoverCab,Shopping,76.9,2032-04-04 19:50:21,Wind,0,0.61
434,25709,Solaris Sector,34.89,62,1.359,HoverCab,Work,44.7,2032-05-29 13:36:25,FusionCell,0,0.22
435,52474,Solaris Sector,28.51,38,0.669,MagRail,Leisure,76.9,2032-01-28 14:10:25,Solar,0,0.25
436,88310,Quantum Bay,22.71,143,10.585,E-Bike,Commute,77.4,2032-09-19 16:36:52,HydroGrid,0,0.69
437,27235,Solaris Sector,32.09,113,8.073,E-Bike,Shopping,66.5,2032-09-15 18:20:25,FusionCell,0,0.43
438,32469,Solaris Sector,31.5,151,1.323,E-Bike,Delivery,72.5,2032-09-11 08:06:23,HydroGrid,0,0.13
439,45998,Solaris Sector,29.18,27,10.787,MagRail,Delivery,65.6,2032-07-16 23:51:18,Solar,0,0.87
440,89497,Quantum Bay,35.07,30,1.032,HyperLoop,Work,73.4,2032-02-23 04:37:34,HydroGrid,0,0.81
441,83580,Solaris Sector,27.36,41,2.169,HoverCab,Commute,43.5,2032-10-07 19:27:01,Solar,0,0.9
442,79821,Quantum Bay,21.68,138,2.319,HyperLoop,Delivery,56.2,2032-04-11 00:35:56,Solar,0,0.12
443,44360,Solaris Sector,25.88,76,8.087,MagRail,Work,48.9,2032-08-11 06:08:05,Solar,0,0.97
444,98603,Hydra Loop,34.78,70,8.02,MagRail,Shopping,63.5,2032-01-24 10:20:12,Solar,0,0.23
445,46536,AeroTech District,26.4,177,3.1,HyperLoop,Shopping,74.6,2032-12-11 07:24:25,Solar,0,0.75
446,78817,Quantum Bay,33.06,104,2.035,Walk,Leisure,70.9,2032-01-21 01:20:00,Wind,0,0.98
447,15722,Neon Habitat,27.15,115,2.186,Walk,Work,52.7,2032-05-01 20:57:33,FusionCell,0,0.26
448,12230,Solaris Sector,28.71,32,0.302,Walk,Health,55.2,2032-06-14 16:40:29,Solar,0,0.71
449,64082,Quantum Bay,36.77,22,0.82,Walk,Shopping,67.6,2032-06-24 10:28:49,Solar,0,0.64
450,60757,Solaris Sector,30.37,117,5.58,MagRail,Delivery,87.5,2032-08-05 15:17:57,Wind,0,0.29
451,77246,Neon Habitat,27.69,68,2.269,MagRail,Delivery,65.7,2032-01-09 04:33:12,Solar,0,0.81
452,38219,Quantum Bay,26.97,165,4.599,E-Bike,Health,77.5,2032-09-04 22:09:20,Wind,0,0.59
453,91014,Quantum Bay,22.74,104,0.86,HoverCab,Health,61.3,2032-09-04 06:18:14,Wind,0,0.84
454,65861,Neon Habitat,33.34,36,2.423,HoverCab,Commute,66.9,2032-08-24 07:55:00,HydroGrid,0,0.75
455,57887,Quantum Bay,27.57,37,0.892,HoverCab,Shopping,72.6,2032-12-13 08:19:58,Solar,0,0.94
